"cui","term","target_similarity","article_count","mgb_freq","importance_score","phenotyping_features","expanded_features","symnonym_cui","symnonym_term","acronym_cui","acronym_term"
"C0231218","Malaise","0.2946","1","0.4118","0.1039","false","false","C4552989; C0024528; C0439032; C2364135","Malaise, CTCAE; Malaise and fatigue; C/O - debility - malaise; Discomfort","AB000ill","ill"
"C0041834","Erythema","0.2764","1","0.7268","0.1038","false","false","","","",""
"C0264956","Atheroma","0.2169","1","0.0872","0.1035","false","false","","","",""
"C0015732","Fecal Incontinence","0.2268","1","0.1716","0.1032","false","false","C2945606; C4553820; C0333255","Encopresis (finding); Fecal Incontinence, CTCAE 5; Spillage of feces","",""
"C4281604","dilution","0.1801","1","0.0634","0.1029","false","false","","","",""
"C3494314","Snacking","0.19","1","0.0724","0.1027","false","false","","","",""
"C3840271","Stage 1","0.2439","1","0.1284","0.1025","false","false","","","",""
"C0392678","Swallowing problem","0.1745","1","0.0246","0.1025","false","false","","","",""
"C0006663","Calcinosis","0.2104","1","0.5328","0.1024","false","false","","","",""
"C0040329","Tobacco","0.2434","1","0.2882","0.1022","false","false","","","",""
"C1456454","Amyloid Proteins","0.1695","1","0.0252","0.102","false","false","","","",""
"C0349782","Ischemic cardiomyopathy","0.1693","1","0.0236","0.1019","false","false","","","",""
"C0013658","Educational Status","0.2181","1","0.7204","0.1014","false","false","","","",""
"C0162577","Angioplasty","0.2001","1","0.0566","0.1008","false","false","C0002996","Angioplasty, Balloon","",""
"C0302142","Deformity","0.2218","1","0.363","0.1006","false","false","","","",""
"C4521292","quinoa -- chemical","0.1683","1","0.0186","0.1006","false","false","","","",""
"C0547030","Visual disturbance","0.2388","1","0.1278","0.1005","false","false","C3665347","Visual Impairment","",""
"C0677932","Progressive Neoplastic Disease","0.2061","1","0.0458","0.1","false","false","","","",""
"C3840984","Very bad","0.2075","1","0.0818","0.0999","false","false","","","",""
"C0279752","Premenopausal - menopausal status","0.1769","1","0.1206","0.0998","false","false","","","",""
"C0241416","Pain in toe","0.2043","1","0.0612","0.0997","false","false","","","",""
"C0018935","Hematocrit procedure","0.23","1","0.4848","0.0996","false","false","C0518014","Hematocrit level","AB000evf; AB000hct; AB000pcv","evf; hct; pcv"
"C0521654","Neurologic Deficits","0.2126","1","0.1016","0.0993","false","false","C2220255","Motor disturbances","",""
"C0007642","Cellulitis","0.2329","1","0.2234","0.0992","false","false","C0162627","Skin Diseases, Bacterial","",""
"C0808232","Therapeutic Intervention","0.1839","1","0.1552","0.099","false","false","","","",""
"C0871269","Rhythm","0.167","1","0.0556","0.099","false","false","","","",""
"C1704272","Benign Prostatic Hyperplasia","0.2011","1","0.0912","0.0989","false","false","C0005001","Benign prostatic hypertrophy","AB000bph","bph"
"C3714803","Vitamin E Drug Class","0.2088","1","0.1058","0.0989","false","false","","","",""
"C0741847","Bypass","0.2027","1","0.096","0.0987","false","false","","","",""
"C3714365","Nutrition counseling","0.172","1","0.0406","0.0987","false","false","","","",""
"C0815107","Psychological Distress","0.1774","1","0.0348","0.0984","false","false","","","",""
"C0242184","Hypoxia","0.2036","1","0.1302","0.0983","false","false","C1963140","Hypoxia, CTCAE","",""
"C4721418","Legally Separated","0.2394","1","0.1946","0.0983","false","false","","","",""
"C4521342","Transdermal (intended site)","0.1677","1","0.178","0.0981","false","false","","","",""
"C0005841","Blood Transfusion","0.2269","1","0.3492","0.0981","false","false","","","",""
"C3842923","Positive and negative","0.1969","1","0.1102","0.0981","false","false","","","",""
"C0424575","General health","0.1928","1","0.4044","0.0981","false","false","","","",""
"C2911644","Encounter due to blood type","0.1789","1","0.0876","0.0978","false","false","","","",""
"C0582456","At risk of injury","0.2049","1","0.2694","0.0978","false","false","","","",""
"C0009905","Contraceptives, Oral","0.191","1","0.1234","0.0977","false","false","","","AB00pill","pill"
"C0237314","Irregular heart beat","0.2126","1","0.0934","0.0977","false","false","C0003811","Cardiac Arrhythmia","",""
"C0149783","Steroid therapy","0.1707","1","0.0548","0.0977","false","false","","","",""
"C0235394","Wasting","0.1966","1","0.0868","0.0976","false","false","","","",""
"C0155540","Ear discharge","0.1759","1","0.0562","0.0974","false","false","","","",""
"C3843682","Only rarely","0.1758","1","0.025","0.097","false","false","","","",""
"C0424790","Rigor - Temperature-associated observation","0.205","1","0.1492","0.0964","false","false","","","AB00ague","ague"
"C0948268","Hemodynamic instability","0.1804","1","0.0426","0.0962","false","false","","","",""
"C0438105","Examination finding","0.1679","1","0.102","0.0956","false","false","","","",""
"C0546816","Persistence","0.1725","1","0.1346","0.0953","false","false","","","",""
"C0332575","Redness","0.2448","1","0.5748","0.0953","false","false","","","AB000red","red"
"C0700292","Hypoxemia","0.1997","1","0.0782","0.0943","false","false","","","",""
"C0436343","Symptom mild","0.1846","1","0.0736","0.0941","false","false","","","",""
"C4554599","Kappa chain","0.1676","1","0.127","0.0936","false","false","","","",""
"C4553821","Feels","0.2614","1","0.8564","0.0936","false","false","","","",""
"C2364286","Actual Positive Sleep","0.2305","1","0.1862","0.0936","false","false","","","",""
"C3540707","Antibiotics FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE","0.1697","2","0.6878","0.0935","false","false","","","",""
"C0017551","Gilbert Disease (disorder)","0.1827","1","0.075","0.0934","false","false","","","",""
"C1615608","Pandemics","0.1834","1","0.2192","0.0928","false","false","","","",""
"C1706968","Blockage (obstruction - finding)","0.1815","1","0.075","0.0928","false","false","","","",""
"C0004147","Atenolol","0.2089","1","0.127","0.0928","false","false","C0000946","Acebutolol","",""
"C0517960","Neurological status: consciousness","0.2189","1","0.2296","0.0924","false","false","","","",""
"C0566986","Vaginal discharge problem","0.1827","1","0.1406","0.0921","false","false","","","",""
"C2025995","cellulitis on exam (physical finding)","0.2128","1","0.2138","0.0913","false","false","","","",""
"C0428977","Bradycardia","0.2217","1","0.1954","0.0909","false","false","","","",""
"C0004604","Back Pain","0.1902","1","0.6034","0.0908","false","false","C1557406; C4553945; C0024031","Grade 1 Back Pain, CTCAE; Back Pain, CTCAE 5.0; Low Back Pain","",""
"C1305849","Diastolic blood pressure measurement","0.2329","1","0.2644","0.0906","false","false","","","AB000dbp","dbp"
"C3272275","Urgent Procedure","0.2636","1","0.5304","0.0904","false","false","","","",""
"C0011168","Deglutition Disorders","0.2306","1","0.4176","0.0901","false","false","C1560331; C0267071","Dysphagia, CTCAE; Oropharyngeal Dysphagia","",""
"C4526661","PSA Level Less than Two","0.2182","1","0.8016","0.0895","false","false","","","",""
"C0002622","Amnesia","0.206","1","0.1484","0.0895","false","false","C4553176; C0233794","Amnesia, CTCAE; Memory impairment","",""
"C0026826","Muscle Hypertonia","0.172","1","0.052","0.0893","false","false","","","",""
"C0151263","nausea or abdominal pain","0.1955","1","0.1804","0.0889","false","false","","","",""
"C0235309","Upset stomach","0.2314","1","0.1574","0.0886","false","false","C0013395","Dyspepsia","",""
"C0233407","Disorientation","0.2279","1","0.1226","0.088","false","false","","","",""
"C0036391","Schwartz-Jampel Syndrome","0.1711","1","0.0816","0.0879","false","false","","","AB000sjs","sjs"
"C0277556","Recurrent disease","0.188","1","0.1806","0.0879","false","false","","","",""
"C0876973","Infectious Lung Disorder","0.1701","1","0.0346","0.0879","false","false","C0694550; C4552950","Recurrent pneumonia; Lung Infection, CTCAE","",""
"C0016169","pathologic fistula","0.246","1","0.6586","0.0878","false","false","","","",""
"C0037494","Sodium Chloride","0.2411","1","0.501","0.0878","false","false","","","AB00nacl; AB00salt","nacl; salt"
"C0332509","Increased size (finding)","0.2041","1","0.2522","0.0875","false","false","","","",""
"C0007389","Cataract Extraction","0.1951","1","0.1216","0.0873","false","false","","","",""
"C0012691","Dislocations","0.2155","1","0.3358","0.0872","false","false","C0332936","Bilateral congenital dislocation","",""
"C2348813","Transabdominal Ultrasound","0.1941","1","0.2318","0.0868","false","false","","","AB000tus","tus"
"C0241633","Vaginal dryness","0.18","1","0.0654","0.0866","false","false","C4553754","Vaginal Dryness, CTCAE 5.0","",""
"C0333288","Dissecting hemorrhage","0.2701","1","0.4866","0.0866","false","false","","","",""
"C0227791","Vaginal Discharge","0.1731","1","0.1494","0.0863","false","false","C4554648; C0438692","Vaginal Discharge, CTCAE; Vaginal discharge symptom","",""
"C3854029","antiseptics ethanol","0.1832","1","0.0986","0.086","false","false","","","",""
"C0064582","Lactic acid","0.2212","1","0.1626","0.0859","false","false","C0376261","Lactate","",""
"C4042877","Clinical Decision-Making","0.1868","1","0.3364","0.0858","false","false","","","",""
"C0678215","Patient observed to be pale","0.1889","1","0.119","0.0856","false","false","","","AB00pale","pale"
"C0564221","Difficulty talking","0.1797","1","0.0966","0.0855","false","false","","","",""
"C0039240","Supraventricular tachycardia","0.1665","1","0.055","0.0855","false","false","C1963244; C1698480","Supraventricular Tachycardia, CTCAE; Supraventricular tachyarrhythmia","AB000svt","svt"
"C0743630","exacerbation acute","0.1928","1","0.0744","0.0852","false","false","","","",""
"C0006309","Brucellosis","0.1884","1","0.2348","0.0849","false","false","","","",""
"C2363736","Unintentional weight loss","0.1754","1","0.085","0.0849","false","false","","","",""
"C0235162","Difficulty sleeping","0.2483","1","0.302","0.0848","false","false","","","",""
"C0596019","Chloride Ion","0.2455","1","0.7066","0.0848","false","false","C0008203","Chlorides","AB0000cl","cl"
"C0241981","Impairment of balance","0.2057","1","0.2282","0.0848","false","false","C1744587; C0575090","Difficulty balancing; Equilibration disorder","",""
"C0231187","Decompensation","0.1714","1","0.0686","0.0848","false","false","","","",""
"C0332572","Abnormal color","0.2272","1","0.2574","0.0846","false","false","","","",""
"C4048284","Benzodiazepine","0.1912","1","0.122","0.0846","false","false","C3536850","Benzodiazepine [EPC]","",""
"C0043250","Injury wounds","0.2755","1","0.6516","0.0846","false","false","","","",""
"C0459914","Conservative Treatment","0.1769","1","0.2752","0.0841","false","false","","","",""
"C0043031","Warfarin","0.1809","1","0.2282","0.0841","false","false","","","",""
"C1263440","diagnostic tests device","0.2093","1","0.127","0.0834","false","false","","","",""
"C0011119","Decompression Sickness","0.2143","1","0.4348","0.0832","false","false","","","AB00bend","bend"
"C0016199","Flank Pain","0.1787","1","0.198","0.083","false","false","C4553119","Flank Pain, CTCAE","",""
"C0973231","bicarbonate ion","0.1812","1","0.1014","0.0829","false","false","","","",""
"C0001128","Acids","0.1956","1","0.3166","0.0829","false","false","","","AB00acid","acid"
"C3854030","CNS depressants ethanol","0.1765","1","0.0986","0.0829","false","false","","","",""
"C3265062","vitamin D3","0.1874","1","0.4292","0.0828","false","false","","","",""
"C4722658","Syrup Dosage Form Category","0.2002","1","0.1184","0.0827","false","false","","","",""
"C0700329","Physical shape","0.2085","1","0.2986","0.0826","false","false","","","",""
"C0332123","No family history of","0.2499","1","0.5252","0.0824","false","false","C0455342","No significant family history","AB000nfh","nfh"
"C0231528","Myalgia","0.226","1","0.497","0.0824","false","false","C4552646","Myalgia, CTCAE 5","",""
"C4522323","Designated Blood Product Donation","0.1886","1","0.2308","0.0821","false","false","","","",""
"C0238286","Mucolipidosis Type IV","0.1659","1","0.0796","0.082","false","false","","","AB000ml4","ml4"
"C0549099","Perforation (observation)","0.1908","1","0.2128","0.0819","false","false","","","",""
"C3842330","Manually","0.1752","1","0.1572","0.0817","false","false","","","",""
"C0220870","Lightheadedness","0.2062","1","0.5556","0.0815","false","false","C0012833","Dizziness","",""
"C0426576","Gastrointestinal symptom","0.2091","1","0.1644","0.081","false","false","","","",""
"C1707810","Dose Increased","0.1758","1","0.0872","0.081","false","false","","","",""
"C1260880","Rhinorrhea","0.211","1","0.4144","0.0809","false","false","C4552662; C0040485","Rhinorrhea, CTCAE; Torticollis","",""
"C0231303","Distress","0.242","1","0.5432","0.0808","false","false","","","",""
"C0700361","Emotional distress","0.2389","1","0.5418","0.0798","false","false","","","",""
"C5453003","Good response","0.1935","1","0.1742","0.0795","false","false","","","",""
"C1548428","Referral type - Psychiatric","0.2482","1","0.8076","0.0793","false","false","","","",""
"C1510508","wright disease","0.1718","1","0.1214","0.0793","false","false","","","",""
"C0085633","Mood swings","0.1681","1","0.161","0.0792","false","false","","","",""
"C3842633","At work","0.2024","1","0.5606","0.0791","false","false","","","",""
"C0332768","Joint Subluxations","0.1674","1","0.1432","0.0788","false","false","","","",""
"C0014912","Estradiol","0.1691","1","0.1188","0.0786","false","false","","","AB00esdl","esdl"
"C1999091","Cardiac Status","0.1971","1","0.1044","0.0785","false","false","","","",""
"C0033377","Ptosis","0.1815","1","0.2326","0.0782","false","false","C0005745","Blepharoptosis","",""
"C0234254","Radiating pain","0.1661","1","0.184","0.0782","false","false","","","",""
"C0013182","Drug Allergy","0.1833","1","0.3848","0.078","false","false","C0455589","History of - drug allergy","",""
"C0035280","Retention (Psychology)","0.1856","1","0.1806","0.0778","false","false","","","",""
"C0010200","Coughing","0.235","1","0.7316","0.0777","false","false","C1557659; C1961131","Grade 1 Cough, CTCAE; Cough, CTCAE","",""
"C0002712","Amylases","0.2014","1","0.1734","0.0773","false","false","","","",""
"C0233494","Tension","0.1746","1","0.1112","0.077","false","false","","","",""
"C0201930","Carbon dioxide content measurement","0.2023","1","0.4488","0.0766","false","false","","","AB000co2","co2"
"C1444655","Not indicated","0.1852","1","0.2258","0.0753","false","false","","","",""
"C4698447","age of patient","0.2029","1","0.7246","0.0753","false","false","","","",""
"C0201952","Chloride measurement","0.2126","1","0.7062","0.0734","false","false","","","AB0000cl","cl"
"C0860920","Cholesterol low","0.1763","1","0.09","0.0734","false","false","","","",""
"C0015726","Fear (Mental Process)","0.1905","1","0.4254","0.0725","false","false","C0349231","Phobic anxiety disorder","AB00fear","fear"
